,Date,Close
0,2020-05-01,66.03050231933594
1,2020-05-04,66.33999633789062
2,2020-05-05,67.55549621582031
3,2020-05-06,67.36499786376953
4,2020-05-07,68.62799835205078
5,2020-05-08,69.41850280761719
6,2020-05-11,70.16300201416016
7,2020-05-12,68.78700256347656
8,2020-05-13,67.46649932861328
9,2020-05-14,67.80650329589844
10,2020-05-15,68.65950012207031
11,2020-05-18,69.1969985961914
12,2020-05-19,68.67424774169922
13,2020-05-20,70.33599853515625
14,2020-05-21,70.13999938964844
15,2020-05-22,70.52100372314453
16,2020-05-26,70.85099792480469
17,2020-05-27,70.89199829101562
18,2020-05-28,70.83650207519531
19,2020-05-29,71.44599914550781
20,2020-06-01,71.59100341796875
21,2020-06-02,71.96099853515625
22,2020-06-03,71.81900024414062
23,2020-06-04,70.60900115966797
24,2020-06-05,71.91950225830078
25,2020-06-08,72.33049774169922
26,2020-06-09,72.80799865722656
27,2020-06-10,73.2925033569336
28,2020-06-11,70.19200134277344
29,2020-06-12,70.65899658203125
30,2020-06-15,70.99250030517578
31,2020-06-16,72.13600158691406
32,2020-06-17,72.55599975585938
33,2020-06-18,71.7979965209961
34,2020-06-19,71.58599853515625
35,2020-06-22,72.59300231933594
36,2020-06-23,73.22049713134766
37,2020-06-24,71.59850311279297
38,2020-06-25,72.06649780273438
39,2020-06-26,67.99500274658203
40,2020-06-29,69.74849700927734
41,2020-06-30,70.68049621582031
42,2020-07-01,71.9020004272461
43,2020-07-02,73.23500061035156
44,2020-07-06,74.78500366210938
45,2020-07-07,74.25900268554688
46,2020-07-08,74.80000305175781
47,2020-07-09,75.54949951171875
48,2020-07-10,77.08699798583984
49,2020-07-13,75.56700134277344
50,2020-07-14,76.02899932861328
51,2020-07-15,75.68199920654297
52,2020-07-16,75.9000015258789
53,2020-07-17,75.77749633789062
54,2020-07-20,78.28600311279297
55,2020-07-21,77.9209976196289
56,2020-07-22,78.42449951171875
57,2020-07-23,75.78399658203125
58,2020-07-24,75.59349822998047
59,2020-07-27,76.51000213623047
60,2020-07-28,75.01699829101562
61,2020-07-29,76.10099792480469
62,2020-07-30,76.57250213623047
63,2020-07-31,74.14800262451172
64,2020-08-03,73.72250366210938
65,2020-08-04,73.24849700927734
66,2020-08-05,73.68049621582031
67,2020-08-06,75.00499725341797
68,2020-08-07,74.72450256347656
69,2020-08-10,74.80500030517578
70,2020-08-11,74.01599884033203
71,2020-08-12,75.33100128173828
72,2020-08-13,75.92250061035156
73,2020-08-14,75.3864974975586
74,2020-08-17,75.89900207519531
75,2020-08-18,77.93000030517578
76,2020-08-19,77.37650299072266
77,2020-08-20,79.0875015258789
78,2020-08-21,79.02100372314453
79,2020-08-24,79.41000366210938
80,2020-08-25,80.41100311279297
81,2020-08-26,82.61900329589844
82,2020-08-27,81.71649932861328
83,2020-08-28,82.22049713134766
84,2020-08-31,81.70899963378906
85,2020-09-01,83.0354995727539
86,2020-09-02,86.41400146484375
87,2020-09-03,82.09200286865234
88,2020-09-04,79.552001953125
89,2020-09-08,76.61949920654297
90,2020-09-09,77.8479995727539
91,2020-09-10,76.60099792480469
92,2020-09-11,76.03600311279297
93,2020-09-14,75.96399688720703
94,2020-09-15,77.0719985961914
95,2020-09-16,76.04499816894531
96,2020-09-17,74.77649688720703
97,2020-09-18,72.99949645996094
98,2020-09-21,71.55799865722656
99,2020-09-22,73.27300262451172
100,2020-09-23,70.760498046875
101,2020-09-24,71.41449737548828
102,2020-09-25,72.24800109863281
103,2020-09-28,73.22599792480469
104,2020-09-29,73.46649932861328
105,2020-09-30,73.4800033569336
106,2020-10-01,74.50450134277344
107,2020-10-02,72.9209976196289
108,2020-10-05,74.3010025024414
109,2020-10-06,72.6719970703125
110,2020-10-07,73.0145034790039
111,2020-10-08,74.29650115966797
112,2020-10-09,75.76100158691406
113,2020-10-12,78.4574966430664
114,2020-10-13,78.58399963378906
115,2020-10-14,78.40399932861328
116,2020-10-15,77.95649719238281
117,2020-10-16,78.65049743652344
118,2020-10-19,76.73049926757812
119,2020-10-20,77.79650115966797
120,2020-10-21,79.66549682617188
121,2020-10-22,80.7665023803711
122,2020-10-23,82.05000305175781
123,2020-10-26,79.52249908447266
124,2020-10-27,80.21299743652344
125,2020-10-28,75.83100128173828
126,2020-10-29,78.36199951171875
127,2020-10-30,81.05049896240234
128,2020-11-02,81.30149841308594
129,2020-11-03,82.510498046875
130,2020-11-04,87.45649719238281
131,2020-11-05,88.16850280761719
132,2020-11-06,88.0875015258789
133,2020-11-09,88.1500015258789
134,2020-11-10,87.01950073242188
135,2020-11-11,87.635498046875
136,2020-11-12,87.49199676513672
137,2020-11-13,88.85099792480469
138,2020-11-16,89.06900024414062
139,2020-11-17,88.50749969482422
140,2020-11-18,87.33899688720703
141,2020-11-19,88.19599914550781
142,2020-11-20,87.1094970703125
143,2020-11-23,86.74299621582031
144,2020-11-24,88.44400024414062
145,2020-11-25,88.57150268554688
146,2020-11-27,89.65950012207031
147,2020-11-30,88.03700256347656
148,2020-12-01,89.90499877929688
149,2020-12-02,91.39749908447266
150,2020-12-03,91.3385009765625
151,2020-12-04,91.39949798583984
152,2020-12-07,90.9739990234375
153,2020-12-08,90.92749786376953
154,2020-12-09,89.20649719238281
155,2020-12-10,88.7665023803711
156,2020-12-11,89.0885009765625
157,2020-12-14,88.00299835205078
158,2020-12-15,88.38849639892578
159,2020-12-16,88.1500015258789
160,2020-12-17,87.3949966430664
161,2020-12-18,86.55049896240234
162,2020-12-21,86.96849822998047
163,2020-12-22,86.17500305175781
164,2020-12-23,86.61900329589844
165,2020-12-24,86.94249725341797
166,2020-12-28,88.80449676513672
167,2020-12-29,87.93599700927734
168,2020-12-30,86.97599792480469
169,2020-12-31,87.59400177001953
170,2021-01-04,86.41200256347656
171,2021-01-05,87.0459976196289
172,2021-01-06,86.7645034790039
173,2021-01-07,89.36250305175781
174,2021-01-08,90.3604965209961
175,2021-01-11,88.33599853515625
176,2021-01-12,87.32749938964844
177,2021-01-13,87.72000122070312
178,2021-01-14,87.00900268554688
179,2021-01-15,86.80950164794922
180,2021-01-19,89.54299926757812
181,2021-01-20,94.34500122070312
182,2021-01-21,94.5625
183,2021-01-22,95.05249786376953
184,2021-01-25,94.97000122070312
185,2021-01-26,95.86199951171875
186,2021-01-27,91.53949737548828
187,2021-01-28,93.15550231933594
188,2021-01-29,91.78700256347656
189,2021-02-01,95.06749725341797
190,2021-02-02,96.37550354003906
191,2021-02-03,103.50350189208984
192,2021-02-04,103.11849975585938
193,2021-02-05,104.9000015258789
194,2021-02-08,104.64550018310547
